As of Date,Fiscal Year,Region,Borrower Country / Economy,Borrower Country / Economy Code,Project ID,Project Name,Procurement Category,Procurement Method,Project Global Practice,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country / Economy,Supplier Country / Economy Code,Supplier Contract Amount (USD),Borrower Contract Reference Number,Review type,Supplier ID
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763725,"CTA PROCUREMENT KWALE ",02/01/2024,INDIVIDUAL CONSULTANT,null,null,28037.380000,KE-MOMBEMA-C3-2023-022-KWL-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763726,"CTA PROCUREMENT - KILIFI ",02/01/2024,INDIVIDUAL CONSULTANT,null,null,11214.950000,KE-MOMBEMA-C3-2023-022-KLF-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763728,"CTA PROCUREMENT - TANARIVER - ANDREW ",02/01/2024,INDIVIDUAL CONSULTANT,null,null,28037.380000,KE-MOMBEMA-C3-2023-022-TR-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763729,"CTA PROCUREMENT - LAMU ",02/01/2024,INDIVIDUAL CONSULTANT,null,null,28037.380000,KE-MOMBEMA-C3-2023-022-LM-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763733,"IRENE -CTA MONITORING & EVALUATION - MOMBASA ",02/01/2024,INDIVIDUAL CONSULTANT,null,null,11214.950000,KE-MOMBEMA-C3-2023-023-MSA-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763736,CLARA- CTA MONITORING & EVALUATION - KILIFI,02/01/2024,INDIVIDUAL CONSULTANT,null,null,11214.950000,KE-MOMBEMA-C3-2023-023-KLF- CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763739,FATHIYA-CTA MONITORING & EVALUATION - LAMU,02/01/2024,INDIVIDUAL CONSULTANT,null,null,11214.950000,KE-MOMBEMA-C3-2023-023-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763742,MWAITO - CTA MONITORING & EVALUATION - KWALE,02/01/2024,INDIVIDUAL CONSULTANT,null,null,11214.950000,KE-MOMBEMA-C3-2023-023-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1763745,"DENNIS - CTA MONITORING & EVALUATION - TANA RIVER ",02/01/2024,INDIVIDUAL CONSULTANT,null,null,11214.950000,KE-MOMBEMA-C3-2023-023-CTAS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1763781,Procurement of Laboratory Refrigerator for Lowdar County Referral Hospital,01/16/2024,THE MAJOR OAKS VENTURES LIMITED,Kenya,KE,28411.210000,KE-MOH-08-2023/2024-GO-RFQ,Post,821886
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1763782,"LOT 1 (IDA FUNDED COMPONENT): ROADS & DRAINAGE WORKS/WATER SUPPLY WORKS/PUBLIC LIGHTING WORKS (SHIBALE, MJINI AND LUKOYE SETTLEMENTS)",11/08/2023,THELMAX CONTRACTORS LTD,Kenya,KE,1006186.620000,KE-KAKAMEGA COUNTY-371489-CW-RFB,Post,824609
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1763783,LOT 2 (AFD) ROADS AND DRAINAGE WORKS/WATER & SEWERAGE WORKS/PUBLIC LIGHTING WORKS (AMALEMBA AND KAMBI SOMALI SETTLEMENT),11/07/2023,GETRANS SOLUTIONS LTD,Kenya,KE,768550.850000,KE-KAKAMEGA COUNTY-371489-CW-RFB,Post,824630
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Goods,Request for Quotations,Agriculture;Education,1763868,SUPPLY AND DELIVERY OF COMMUNICATION EQUIPMENTS,05/30/2023,TALAWANAG ENTERPRISES,Kenya,KE,15848.380000,KE/TR/KEMFSED/RFQ/02/2022-2023,Post,826976
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1764010,SUPPLY AND DELIVERY OF 4X4 SPORTS UTILITY VEHICLE (SUV)   QUANTITY 1NO   RFQ NO: KE-MOTI-367467-GO-RFQ,11/15/2023,CFAO MOTORS KENYA,Kenya,KE,78515.110000,KE-MOTI-367467-GO-RFQ,Post,794877
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1764108,SUPPLY AND DELIVERY OF (5 NO) DESKTOP COMPUTERS AND ACCESSORIES FOR THE REMAINING CDDC REGISTERED SACCOS,10/26/2023,GREAT RIFT GENERAL MERCHANTS,Kenya,KE,4981.710000,KE-NAKURU COUNTY-381382-GO-RFQ,Post,825698
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1764208,"Construction works for 30m high mast security lighting in Mwanzo, Maili Nne and Kipkaren informal settlements in Eldoret town, in Uasin Gishu County.",01/30/2024,OLDUMEK COMPANY LIMITED,Kenya,KE,176656.190000,KE-UASIN GISHU COUNTY-395319-CW-RFQ,Post,824485
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Works,Request for Quotations,Health,1764358,Kaimor Isolation Hospital-Mandera County-W.P. ITEM.NO.D108 NE/MDR/2001 JOB NO.10819A(LOT2),04/12/2021,GREENLIFE PHARMA LIMITED,Kenya,KE,138001.870000,KE-MOH-196711-CW-RFQ,Post,759556
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1764518,PROCUREMENT OF LAPTOPS,06/16/2020,FRIMAP AGENCIES,Kenya,KE,5630.050000,KE-MOH-57582-GO-RFQ,Post,456823
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1764597,Procurement of 20 No. Desktop Computers and Printers for CDDC SACCOs,12/29/2023,MATHAN INNOVATION LIMITED,Kenya,KE,29273.890000,KE-MERU COUNTY-364638-GO-RFQ,Post,819048
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1764625,PROPOSED INSTALLATION OF 70 NO. STREETLIGHTS AND 5N0. HIGH MAST FLOODLIGHTS IN KOMBANI INFORMAL SETTLEMENT T. N0. 395299-CW-RFQ,01/22/2024,AZAA CONSTRUCTION LTD,Kenya,KE,184614.280000,KE-KWALE COUNTY-395299-CW-RFQ,Post,605233
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Non-consulting Services,Direct Selection,Health,1764699,PROCUREMENT OF ACCOMMODATION ON FULL BOARD FOR 40 PAX FOR 60 DAYS FROM APRIL -JUNE 2020,05/27/2020,HADASSAH HOTEL,Kenya,KE,123306.870000,KE-MOH-168575-NC-DIR,Post,829636
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1765116,"Procurement of Coagulation Analyser Consumables for use at the KTTA Six KTTA regional centers of Eldoret, Nairobi, Kisumu, Embu, Mombasa and Nakuru",02/06/2024,LUED (A) CHEMICALS LTD,Kenya,KE,15443.740000,KE-MOH-04-2023/2024-GO-RFQ,Post,498974
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1765267,"CONSTRUCTION OF ROADS &DRAINAGE WORKS/WATER SUPPLY AND SEWERAGE WORKS/PUBLIC LIGHTING WORKS (BANDANI,NYAWITA,MIGOSI,MANYATTA A &MANYATTA B",12/14/2023,CHAJU BUILDERS LTD,Kenya,KE,7307886.370000,KE-KISUMU COUNTY-362227-CW-RFB,Post,824269
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1765322,"CONSTRUCTION OF ROADS &DRAINAGE WORKS/WATER SUPPLY AND SEWERAGE WORKS/PUBLIC LIGHTING WORKS( SHAURI YAKO, BONDENI,KIBUYE &SANGORO/SWAHILI SETTLEMENTS)",12/14/2023,OCTAGON BUILDERS KENYA,Kenya,KE,1252664.190000,KE-KISUMU COUNTY-362227-CW-RFB,Post,674532
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765441,Supply and delivery of office furniture and equipment for the saccos,12/22/2023,FAIRDEAL FURNITURE LIMITED,Kenya,KE,12375.410000,KE-NAKURU COUNTY-381771-GO-RFQ,Post,829045
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1765539,SUPPLY AND DELIVERY OF HEAVY DUTY COLORED PHOTOCOPY MACHINE FOR PROJECT USE,11/30/2023,LANETA SERVICES LTD,Kenya,KE,11086.460000,KE-MOTI-367472-GO-RFQ,Post,830740
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1765560,SUPPLY AND DELIVERY OF IMAC-24 FOR USE FOR PROJECT COMMUNICATION.,11/15/2023,LASIAL ENTERPRISES,Kenya,KE,4967.150000,KE-MOTI-374117-GO-RFQ,Post,830841
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765739,SUPPLY AND DELIVERY OF GAACI PONDLINERS,09/07/2023,MYULTIMATE PREMIERE INVESTMENT LTD,Kenya,KE,11696.100000,KE-MURANGA COUNTY-329519-GO-RFQ,Post,825336
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765743,SUPPLY OF PONDLINERS AT MIU SLM,09/07/2023,DEESIX TRADERS LTD,Kenya,KE,15638.600000,KE-MURANGA COUNTY-329529-GO-RFQ,Post,826918
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765748,SUPPLY AND DELIVERY OF KASEVE SLM  PONDLINERS,09/07/2023,MAXSTAR RETAIL SOLUTION AND SUPPLIERS LTD,Kenya,KE,15640.710000,KE-MURANGA COUNTY-348719-GO-RFQ,Post,826946
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765752,SUPPLY AND DELIVERY OF KAGWANJA PONDLINERS,09/07/2023,ENDPOINT LOGIC,Kenya,KE,11827.520000,KE-MURANGA COUNTY-329542-GO-RFQ,Post,749370
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765757,SUPPLY AND DELIVERY OF GACHOCHO SLM PONDLINERS,09/07/2023,MUNENE FISH CONSULTANTS AND LOGISTICS LIMITED,Kenya,KE,11696.100000,KE-MURANGA COUNTY-329539-GO-RFQ,Post,825243
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765759,SUPPLY AND DELIVERY OF MIKA PONDLINERS,09/08/2023,BERMATEC COMPANY LTD,Kenya,KE,11764.180000,KE-MURANGA COUNTY-348725-GO-RFQ,Post,825679
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1765763,SUPPLY AND DELIVERY OF THAMARA SLM PONDLINERS,09/08/2023,KORSIM GENERAL SUPPLIERS,Kenya,KE,11736.620000,KE-MURANGA COUNTY-348723-GO-RFQ,Post,827025
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Quotations,Water/Sanit/Waste,1765775,"Supply and delivery of GIS software, installation and delivery of ICT Goods",01/15/2024,OVERDRIVE CONSULTANTS( K ) LTD,Kenya,KE,130195.310000,KE-KWAWASCO-382951-GO-RFQ,Post,815082
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1765796,Supply and delivery of office furniture and equipment for the administration building,08/16/2023,AZAA CONSTRUCTION LTD,Kenya,KE,94149.670000,KE-KWAWASCO-358910-GO-RFQ,Post,605233
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Bids,Agriculture;Public Admin;Industry & Trade/Ser,1765813,Supply Delivery and Commissioning of  Agricultural Tractors  and Equipment For Nakuru Potato  Cooperative Union,02/16/2024,CFAO KENYA LIMITED,Kenya,KE,172372.970000,KE-NAKURU COUNTY-370953-GO-RFB,Post,831653
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Individual Consultant Selection,Agriculture;Education,1765927,"Consulting Services To Review The Kenya Tuna Fisheries Development And Management Strategy 2013-2018 And The Development Of An All-Inclusive Sustainable Tuna Fisheries Strategy ",02/07/2024,INDIVIDUAL CONSULTANT,null,null,31401.870000,KE-MOMBEMA-C1-2023-025-ICS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Quality And Cost-Based Selection,Public Admin;Social Protection;Water/Sanit/Waste,1765969,"INFRASTRUCTURE UPGRADING PLANS, DETAILED ENGINEERING DESIGNS, PREPARATION OF PROCUREMENT DOCUMENTS AND CONSTRUCTION SUPERVISION OF INFRASTRUCTURE IMPROVEMENT WORKS ",10/31/2023,M/S WANJOHI MUTONYI CONSULT LTD,Kenya,KE,1457353.400000,KE-MOTI-295979-CS-QCBS,Prior,604407
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Non-consulting Services,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1766037,"SUPPLY AND DELIVERY OF DRONE IMAGES FOR SELECTED INFORMAL SETTLEMENTS INKENYA IN MOMBASA, KWALE, TAITA TAVETA, KIRINYAGA AND NAIROBI COUNTIES",10/26/2023,GEODEV KENYA LTD,Kenya,KE,181920.640000,KE-MOTI-355240-NC-RFB,Post,521433
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Non-consulting Services,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1766115,"SUPPLY AND DELIVERY OF DRONE IMAGES FOR SELECTED INFORMAL SETTLEMENTS IN KENYA IN BARINGO, NANDI, TURKANA, ELGEYO MARAKWET, NAKURU, TRANS NZOIA AND MIGORI COUNTIES",10/26/2023,GEODEV (K) LTD,Kenya,KE,198034.030000,KE-MOTI-356448-NC-RFB,Post,858795
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1766206,SUPPLY AND DELIVERY OF COMPUTER ACCESSORIES,09/21/2023,MUGAMA TRADERS LIMITED,Kenya,KE,2059.020000,KE-MOH-319468-GO-RFQ,Post,830336
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1766285,SUPPLY AND DELIVERY OF FIREPROOF CABINETS,11/30/2023,TRESKO BUSINESS SOLUTIONS,Kenya,KE,9396.410000,KE-MOTI-374122-GO-RFQ,Post,830289
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P175017,Supporting Access to Finance and Enterprise Recovery (SAFER),Consultant Services,Individual Consultant Selection,Financial Sector,1766364,Environmental & Social Specialist for the Project Implementation Unit,12/11/2023,INDIVIDUAL CONSULTANT,null,null,4564.720000,SAFER/ PIU/E&SS/2022-23,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P176758,NATIONAL AGRICULTURAL VALUE CHAIN DEVELOPMENT PROJECT (NAVCDP),Goods,Request for Quotations,Agriculture;Industry & Trade/Ser,1766539,Supply of Potting Bags Size 6' x 8',11/06/2023,ASHER SOLUTIONS,Kenya,KE,9781.890000,KALRO/HQTS/053/23-24,Post,787179
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P176758,NATIONAL AGRICULTURAL VALUE CHAIN DEVELOPMENT PROJECT (NAVCDP),Goods,Request for Quotations,Agriculture;Industry & Trade/Ser,1766542,Supply of Seedling Potting Bags Size 4' x 6',11/06/2023,BELBAR LIMITED,Kenya,KE,8922.670000,KALRO/HQTS/053/23-24,Post,689811
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection;Water/Sanit/Waste,1766693,CONSULTING SERVICES FOR AN INDIVIDUAL SOCIAL SAFEGUARDS CONSULTANT,02/27/2024,INDIVIDUAL CONSULTANT,null,null,86457.320000,KE-MOTI-369790-CS-INDV,Post,null
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P175017,Supporting Access to Finance and Enterprise Recovery (SAFER),Consultant Services,Direct Selection,Financial Sector,1766783,Project Manager for SAFER Project,02/16/2023,RAY CHARLES M. MUSAU,Kenya,KE,288317.170000,SAFER/PM/2022-23,Post,302683
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P175017,Supporting Access to Finance and Enterprise Recovery (SAFER),Consultant Services,Direct Selection,Financial Sector,1766785,Procurement Specialist for the Project Implementation Unit,07/31/2023,DANAE OTTARO,Kenya,KE,76294.760000,SAFER/PS2/2022-23,Post,306055
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection;Water/Sanit/Waste,1766888,CONSULTING SERVICES FOR  INDIVIDUAL LAND ADMINISTRATION CONSULTANT,02/27/2024,INDIVIDUAL CONSULTANT,null,null,108298.020000,KE-MOTI-357172-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P176758,NATIONAL AGRICULTURAL VALUE CHAIN DEVELOPMENT PROJECT (NAVCDP),Non-consulting Services,Request for Quotations,Agriculture;Industry & Trade/Ser,1766972,"Provision of Data Center Maintenance and Support Services:   1. Data Network, Call Center, & IP Telephony Services  2. Server Infrastructure",10/05/2023,TECHSOURCE POINT LTD,Kenya,KE,33624.750000,KALRO/HQTS/033/2023-2024,Post,350427
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1767266,"PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT-Supply of N95 Masks,Gloves and Shoe Covers",03/31/2022,SAVYS ENTERPRISES,Kenya,KE,304771.480000,KE-MOH-253446-GO-RFQ,Post,749237
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1767315,Supply and Delivery of ICT GOODS LOT 3,12/04/2023,SPINDLE KENYA LIMITED,Kenya,KE,18359.170000,KE-TAVEVO-370761-GO-RFB,Post,808619
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Goods,Request for Bids,Water/Sanit/Waste,1767318,Supply and Delivery of GIS GOODS LOT 2,12/11/2023,SMART PEOPLE AFRICA LIMITED,Kenya,KE,89286.270000,KE-TAVEVO-370761-GO-RFB,Post,808646
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P160083,Kenya  Secondary Education Quality Improvement Project,Goods,Request for Bids,Education,1767714,Supply and Delivery of Assistive Devices for Learners with Hearing Impairment (HI)-LOT 1,01/22/2024,IMUKAYIN ENTERPRISES,Kenya,KE,445961.540000,KE-MOE-389602-GO-RFB,Post,835441
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P160083,Kenya  Secondary Education Quality Improvement Project,Goods,Request for Bids,Education,1767716,Supply and Delivery of Assistive Devices for Learners with Visual Impairment (VI)-LOT 2,01/22/2024,MODERN SOLUTIONS,Kenya,KE,159654.770000,KE-MOE-389602-GO-RFB,Post,601445
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1767723,SUPPLY AND DELIVERY OF ICT EQUIPMENT,02/09/2024,SCARLET DAISY EAST AFRICA,Kenya,KE,14482.760000,KE-MOH-09-2023/2024-GO-RFQ,Post,830665
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1767758,"PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT- Delivery of Surgical Masks, Face Shield and Coveralls.",01/06/2023,UNIQUE QUEEN COMPANY LIMITED,Kenya,KE,72273.570000,KE-MOH-253446-GO-RFQ,Post,749241
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1767772,PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT-Supply and Delivery of Head Covers,03/31/2023,MARAJA VENTURES,Kenya,KE,16000.000000,KE-MOH-253446-GO-RFQ,Post,575825
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1767780,"PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT-Supply of Soap, Sanitizers and Biohazard Bags",03/31/2022,AIA ARCHITECTS LIMITED,Kenya,KE,22347.830000,KE-MOH-253446-GO-RFQ,Post,345917
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P160083,Kenya  Secondary Education Quality Improvement Project,Goods,Request for Bids,Education,1767853,Supply and Delivery of Assistive Devices for Learners with Physical Impairment (PI)-LOT 3,01/22/2024,MOTECH ENTERPRISES,Kenya,KE,51287.690000,KE-MOE-389602-GO-RFB,Post,835430
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Direct Selection,Industry & Trade/Ser,1767986,Innovation Ecosystem Manager Contract,08/11/2023,CECILIA MURUGI MWANGI,Kenya,KE,47337.280000,KE-SDII-349975-CS-CDS,Post,466008
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1767990,PROCUREMENT OF HIGH  FLOW NASAL CANNULAS,06/02/2021,M/S ROYAVAC INDUSTRIES LIMITED,Kenya,KE,735498.840000,KE-MOH-215327-GO-RFQ,Post,818686
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Direct Selection,Industry & Trade/Ser,1768016,KIEP SME DEVELOPMENT MANAGER,08/11/2023,DANIEL MAINA KANYI,Kenya,KE,53254.440000,KE-SDII-349980-CS-CDS,Post,465369
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Direct Selection,Industry & Trade/Ser,1768060,KIEP PROJECT MANAGER,08/11/2023,JOHN MUINAMI,Kenya,KE,82840.240000,KE-SDII-349941-CS-CDS,Post,385836
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Bids,Health,1768769,"Supply and delivery of 142,816 pieces of Double Blood Bags for Kenya Tissue and Transplant Authority",10/27/2023,PARTEC EAST AFRICA LTD,Kenya,KE,467137.890000,KE-MOH-08-2022/2023-GO-RFB,Post,630351
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Bids,Health,1768791,"Supply and delivery of 39,350 pieces of Triple Blood Bags and 11,309 pieces of Quadruple Blood Bags for Kenya Tissue and Transplant Authority",10/27/2023,TELEFLEX TECHNOLOGIES LTD,Kenya,KE,249640.580000,KE-MOH-08-2022/2023-GO-RFB,Post,759671
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P156634,Water and Sanitation Development Project,Works,Request for Bids,Water/Sanit/Waste,1768930,Construction of Additional Communal Onsite Sanitation Facilities In Wajir Town,10/06/2023,AMALA,Kenya,KE,1108507.370000,KE-WAJWASCO-372776-CW-RFB,Post,838073
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P148853,"EA Regional Transport , Trade and Development Facilitation Project (Second Phase of Program)",Consultant Services,Direct Selection,Info & Communication;Transportation;Industry & Trade/Ser,1769033,"SUPERVISION OF INSTALLATION OF FIBRE OPTIC CABLE (630KM ELDORET-NANDAPAL), ACTIVE EQUIPMENT, CIVIL WORKS, AND LAYING OF DUCTS ALONG THE ELDORET-LOKICHAR ROAD (285KM) AND LO",11/07/2022,JUAN CARLOS ESCOBER,Kenya,KE,320800.000000,KE-ICTA-312520-CS-CDS,Post,345807
